文本,分类,情感,编号
我记得有一次我光看着小助理和李佳琦的互动，都忘记抢东西了！,团队合作,positive,4026
习惯了刘畊宏直播间热热闹闹的运动氛围，今天进到李佳琦的直播间，只有2个人在说话，居然觉得好安静,直播间氛围,negative,4027
他的直播间一直不是以便宜品类为卖点，有一些吸引我的性价比还是值得看。,性价比,positive,4028
后续可能还是会继续看吧，虽然也没买什么东西,主播支持度,positive,4029
大体来说，复出的李佳琦直播间色调跟氛围有点性冷淡风的调调怎么说呢，一直以来我觉得李佳琦直播间有跟别的,直播间氛围,negative,4030
李佳琦今晚的直播间氛围好好啊,直播间氛围,positive,4031
双向奔赴，你值得！所有女生都是你的底气，别害怕，我们一起走！,主播支持度,positive,4032
李佳琦今天的状态非常好，跟昨天判若两人，不再小心翼翼，患得患失，还是之前那个落落大方的李老头了，直播间氛围满分回归。,直播间氛围,positive,4033
今天很棒哦完成了一件困扰我许久许久的事情果然佳琦的直播间氛围真的很好会让人很开心！,直播间氛围,positive,4034
李佳琦今天直播间氛围比昨天轻松一些了,直播间氛围,positive,4035
喜欢你对于一份工作的热忱，喜欢你直播间的氛围，每次心情特别压抑的时候都只能看回放，现在不用啦！因为你真的回来了！加油！李佳琦,主播支持度,positive,4036
谢谢你带着我们的期待和羽毛回来了！谢谢你没让我们失望！谢谢你！佳琦,主播支持度,positive,4037
李佳琦回归还是比较感动的，他的直播间氛围一直很好，终于回来了,直播间氛围,positive,4038
爱你们爱佳琦爱旺旺爱助播小可爱们,主播支持度,positive,4039
佳琦给人的力量不仅仅是各种产品的低价，,价格,positive,4040
直播间间的魅力和氛围，以及真诚用心都是其他直播间达不到的，就是偏爱就是喜欢那又怎样，因为快乐，因为开心,直播间氛围,positive,4041
不过一定会越来越棒的嘛，李老头见过这么多大风大浪，我们不怕！,主播支持度,positive,4042
欢迎回来，多谈点好价李佳琦,主播支持度,positive,4043
李佳琦回归算不上粉丝，也确实挺喜欢直播间的氛围，最最重要的是，至少这次我看见，没有一竿子打死，没有赶尽杀绝。,直播间氛围,positive,4044
他就是选品好又便宜，会倾听消费者意见，而且售后服务也好。,选品,positive,4045
跟着他买东西不用花太多时间做功课就可以买到好产品，为什么不从他直播间买呢？,主播信任度,positive,4046
更何况佳琦直播间氛围也很好，团队都很有趣，而且他真的很帅诶,直播间氛围,positive,4047
李佳琦回来啦！,主播支持度,positive,4048
虽然我不经常买，但是他的直播间很快乐！,直播间氛围,positive,4049
时隔三个多月李佳琦终于终于回归了。,主播支持度,positive,4050
今天直播间人很多，但氛围莫名有点冷，双11请必须燥起来好吗。,直播间氛围,negative,4051
李佳琦旺旺是什么神仙搭档，他们在一起就欢乐无限，整个直播间的氛围都深深感染在屏幕外的我（,直播间氛围,positive,4052
李佳琦看回放感觉李佳琦和旺旺在一起直播这个氛围感真的太棒了吧，直播间一整个变成小品剧场了,直播间氛围,positive,4053
好想李佳琦直播间的欢快氛围啊,直播间氛围,positive,4054
我真的特别想念李佳琦在的直播间，太欢乐了，尤其是那个氛围，真的特别好。,直播间氛围,positive,4055
李佳琦习惯了佳琦的直播氛围，现在看任何一个直播间都无心看，越是到促销消费的时候越期待他回来，感觉他不在都不会买东西了！,直播间氛围,positive,4056
我也想说李佳琦直播间的氛围真的是特别的棒，所以每一次在他那里都能够收获到,直播间氛围,positive,4057
很多的快乐,直播间氛围,positive,4058
虽然不是老粉，但是关注一年多了，喜欢直播间氛围，感谢你陪伴的每一个夜晚。,直播间氛围,positive,4059
希望双11继续为美眉们谋取福利又是想你的一天！,福利,positive,4060
直播间氛围很好，轻松，没有其他直播间的焦虑，加油，不放弃,直播间氛围,positive,4061
真的很喜欢李佳琦他直播间的氛围真的很好像看综艺一样请问他什么时候能重新开播,直播间氛围,positive,4062
李佳琦直播间氛围真好，你们还缺人吗？,直播间氛围,positive,4063
李佳琦特别喜欢李佳琦直播间的氛围感特别的欢乐,直播间氛围,positive,4064
超级喜欢李佳琦直播间的欢乐氛围，期待618的活动,直播间氛围,positive,4065
在老李头这收获满满呀，不得不说李佳琦直播间欢乐的氛围太赞了,直播间氛围,positive,4066
感觉每次李佳琦直播的选品都不错，主要是能在他直播间同时收获到东西快乐嘿嘿氛围很棒,直播间氛围,positive,4067
李佳琦李佳琦一直致力于搞笑，所以他的直播间氛围很轻松,直播间氛围,positive,4068
李佳琦直播间的氛围真的是很不错，很喜欢她的性格，618一定要在她的直播间选购一些东西！,直播间氛围,positive,4069
李佳琦直播间就不能看啊大促氛围看一个就想买一个看了十五分钟导致我已经加购三个计划外的了,直播间氛围,positive,4070
白色的我觉得会很百搭，夏天穿小裙子的时候穿上这个防晒衣也不会觉得有违和感，反而像个小披肩，既能防晒又有时尚感，不会土里土气的！,服饰类质量,positive,4071
偶然间看到李佳琦直播间所以就果断冲了蕉下,主播信任度,positive,4072
很纠结，所以都拿回来对比一下，结果到手后更纠结啦，布料很冰凉，衣服是廓型的，手部是加长的，手踝也能挡住，防晒帽后面有拉链，可以把头发放出来，姐妹们不用担心头发无处安放啦！,服饰类质量,positive,4073
好喜欢直播间这种氛围哦很happy很温暖,直播间氛围,positive,4074
李佳琦真的很喜欢你的直播（虽然买的少但是很喜欢你直播间的氛围会经常进去看）,直播间氛围,positive,4075
李佳琦李佳琦这波千万要稳住啊！,主播支持度,positive,4076
还是最喜欢李老头直播间的氛围，挺住了就是李贵妃了，,直播间氛围,positive,4077
李佳琦其实我就是喜欢看佳琦直播，无所谓低不低价。,主播支持度,positive,4078
主要是价值观契合，直播间氛围开心，而且每一样产品都会详细的介绍，让我慢慢了解自己适合什么。,直播间氛围,positive,4079
李佳琦真的好好哦他好会夸奖和鼓励员工直播间氛围也好融洽感觉他是那种脚不会臭的男生,直播间氛围,positive,4080
被双十一的氛围整破防了是这样看李佳琦直播间什么都想买,直播间氛围,positive,4081
金靖写给李佳琦的信去年第一次看到金靖出现在李佳琦直播间的时候就觉得氛围好不一样，,直播间氛围,positive,4082
金靖和完成任务的明星不一样，她确实很专注用心，激情四射，所以看她的直播很快乐。,直播间氛围,positive,4083
爱死了直播间的氛围也好好，笑死我了,直播间氛围,positive,4084
我从来没见过这个氛围的李佳琦直播间hhh李剑不愧是你,直播间氛围,positive,4085
他在一点点进步，在很努力的想做到直播领域更专业的主播，我爱他，希望言论伤害能够少一点，多感谢下小李为所有女生的努力,主播支持度,positive,4086
李佳琦李佳琦直播间的烟火气就是每晚815有李佳琦的声音，有他大声的喊“所有女生”，有他爽朗的笑声，,直播间氛围,positive,4087
他和同事轻松的直播氛围，这是我爱的李佳琦直播间。,直播间氛围,positive,4088
那些说没礼貌的别断章取义说拿擦粉底液的纸也是开玩笑没看到后面她把纸拿走了吗直播间氛围很好那些说李佳琦,直播间氛围,positive,4089
他讲的每一句话，都能认真听，所以，他推介的产品，你就会买，因为李佳琦推介产品质量又过硬，买回来用着好用，对李佳琦信任程度又上升，他推介什么我就买什么，还会介绍给身边的人。,主播信任度,positive,4090
我觉得就是李佳琦的直播间不光是卖货，直播间欢乐幽默的氛围，比综艺节目还吸引人，天天等佳琦直播，就和当年天天看康熙来了一样，成为生活中不可缺少一部分。,直播间氛围,positive,4091
宋茜李佳琦直播这个直播真的笑死我了，李佳琪和宋茜金靖的氛围太好了。。,直播间氛围,positive,4092
我真的太喜欢宋茜做客李佳琦直播间的氛围了，又放得开又欢乐，看得好开心！,直播间氛围,positive,4093
宋茜李佳琦直播哈哈哈这俩人真的好逗啊看他们就觉得好喜庆呢直播间的氛围都是快快乐乐的多好啊宋茜吃火鸡面的时候我肚子咕咕叫了！,直播间氛围,positive,4094
佳琦直播间也算是一片绿洲给了我们慰藉.,直播间氛围,positive,4095
但是到了后面其实是被直播间的氛围所吸引，大家都很开心快乐，有时心情不好，一看到奈奈整个人心情都好很多,直播间氛围,positive,4096
看到直播间的大家，一切的不开心都会散去。,直播间氛围,positive,4097
我觉得李佳琦直播间的氛围我更喜欢一点,直播间氛围,positive,4098
之前看过他去李佳琦那里，就觉得她特别有梗！佳琦直播间好搞笑,直播间氛围,positive,4099
李佳琦小助理回来了最近没有小助理的直播间氛围变得不怎么好玩了。,直播间氛围,negative,4100
在直播间，付鹏和李佳琦说说笑笑，氛围很融洽,直播间氛围,positive,4101
付鹏和李佳琦说说笑笑，氛围很融洽，不和谣言不攻自破。,直播间氛围,positive,4102
李佳琦很喜欢旺旺，做的很好，也很棒，能看出很努力了，我也很喜欢她做助理时直播间的氛围。,直播间氛围,positive,4103
不仅是两位选手，就连见惯了大场面的李佳琦也屡屡犯错，不知道是紧张还是功课没有做好,主播专业度,negative,4104
哦好可爱好可爱多去佳琦哥直播间玩一玩不错不错喜欢直播间的氛围,直播间氛围,positive,4105
可事件后遗症持续发酵，李佳琦直播间可看性明显降低，虽然不停在带货，但氛围却凄凄惨惨戚戚，完全丧失了之前咋咋呼呼的活泼感。,直播间氛围,negative,4106
